number,handle name,handle ID,tweet,tweet time,retweet count,likes count 
872,KingNiall,Suzyksp,"Seven children dead. A father in a medically-induced coma. A mother who fled Syria with her family... now destroyed. This heartbreaking story continues today with a public funeral in Halifax. 
All are welcome to attend, or view the live stream here:
https://t.co/1TwlIAwSFV https://t.co/zmGvFW5mGN",Sat Feb 23 20:32:57 +0000 2019,0,0
873,Caitlin Manley,CaitlinAManley,"Seven children dead. A father in a medically-induced coma. A mother who fled Syria with her family... now destroyed. This heartbreaking story continues today with a public funeral in Halifax. 
All are welcome to attend, or view the live stream here:
https://t.co/1TwlIAwSFV https://t.co/zmGvFW5mGN",Sat Feb 23 20:33:27 +0000 2019,0,0
874,Julia,JULIA__AZ,"After this unimaginable tragedy, our community has come together to support each other after the loss of these 7 children: https://t.co/2GUfVhEhph",Sat Feb 23 20:33:32 +0000 2019,0,0
875,Freshii ScotiaSquare,Freshii_Halifax,"The largest funeral Halifax has seen in recent memory. 1,800 chairs here. 
Remembering:
- Ahmed
- Rola
- Mohamad
- Ola
- Hala
- Rana
- Abdullah https://t.co/nimfryoMY9",Sat Feb 23 20:33:52 +0000 2019,0,0
876,Sue,ADHD123SUE,"“Life is so short, there is not enough time to love - I don’t know where people find time to hate “ Sheikh Hamza #BarhoFamily #Halifax https://t.co/v0756RFyGP",Sat Feb 23 20:33:54 +0000 2019,0,0
877,Kyle,CaptainCanuck86,"The largest funeral Halifax has seen in recent memory. 1,800 chairs here. 
Remembering:
- Ahmed
- Rola
- Mohamad
- Ola
- Hala
- Rana
- Abdullah https://t.co/nimfryoMY9",Sat Feb 23 20:34:09 +0000 2019,0,0
878,Esther T,Tremblay4Esther,"Ceux qui disent que les Musulmans ne s’intègrent pas, vous avez la preuve ci-dessous que c’est faux.
Dans le malheur, comme dans la joie, on se serre les coudes.

Près de 2000 personnes assistent aux funérailles des sept enfants Barho

https://t.co/jP48T3zVk9 https://t.co/r4zGeUURep",Sat Feb 23 20:34:18 +0000 2019,0,0
879,Diego!,Projetodiego,"Friends, family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children in a house fire earlier this week. https://t.co/bqiYZZPK7m",Sat Feb 23 20:34:21 +0000 2019,0,0
880,Julia,JULIA__AZ,"The largest funeral Halifax has seen in recent memory. 1,800 chairs here. 
Remembering:
- Ahmed
- Rola
- Mohamad
- Ola
- Hala
- Rana
- Abdullah https://t.co/nimfryoMY9",Sat Feb 23 20:34:36 +0000 2019,0,0
881,Jason Prochov,Jasongoodfella1,@KISSOnline @genesimmons  Mathew's 8th Birthday is today. Since Halifax isnt on your tour we're coming to you! Can you shout out Happy Birthday to my sweet boy who is SO excited? See you in August! https://t.co/rJFhXxlMH7,Sat Feb 23 20:34:37 +0000 2019,0,0
882,Councillor Kim Groves,groves_kim,In Huddersfield where some smart new @FirstWestYorks brands are starting to become apparent including the HDConnect town services and the Zest route 503 from Halifax is fairly recent too? https://t.co/MF5kkspSlT,Sat Feb 23 20:35:19 +0000 2019,0,0
883,Ducks Prospects,DucksProspects,"Juniors games today: Moncton vs Drummondville (Comtois) 12pm PST, Blainville-Boisbriand vs Charlottetown (Drew) 3pm PST, Saint John vs Halifax (Morand, Groulx) 3pm PST, Youngstown vs Des Moines (Durny, Perbix) 5:05pm PST, Tri-City (Olson) vs Spokane 7:05pm PST.",Sat Feb 23 20:35:23 +0000 2019,0,0
884,yasha,_yashac,"Friends, family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children in a house fire earlier this week. https://t.co/bqiYZZPK7m",Sat Feb 23 20:35:24 +0000 2019,0,0
885,DR STRANGE,betterdace,"The largest funeral Halifax has seen in recent memory. 1,800 chairs here. 
Remembering:
- Ahmed
- Rola
- Mohamad
- Ola
- Hala
- Rana
- Abdullah https://t.co/nimfryoMY9",Sat Feb 23 20:35:26 +0000 2019,0,0
886,Global News Report,robinsnewswire,"""Funeral service for 7 children killed in Halifax house fire #NewsVideo #BreakingNews #Youtube #GlobalNews #CBSN #FoxNews #ABCNews #NBCNews #CNN"" : https://t.co/w5xoca0xFc",Sat Feb 23 20:36:03 +0000 2019,0,0
887,Ross Grant,Rossitus,"The largest funeral Halifax has seen in recent memory. 1,800 chairs here. 
Remembering:
- Ahmed
- Rola
- Mohamad
- Ola
- Hala
- Rana
- Abdullah https://t.co/nimfryoMY9",Sat Feb 23 20:36:05 +0000 2019,0,0
888,michellephiri,michellephiri7,"Friends, family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children in a house fire earlier this week. https://t.co/bqiYZZPK7m",Sat Feb 23 20:36:55 +0000 2019,0,0
889,SciCommTO,SciCommTO,"We are excited to announce that we have launched our full program for #CASC2019.  Join us May 8 to 10, 2019 in #Halifax - Early Bird registration is available until April 2. You don't want to miss out! 
https://t.co/Xcihe4FMNu 

#MakingWaves #Scicomm #STEM https://t.co/ybqvzUjnXV",Sat Feb 23 20:37:08 +0000 2019,0,0
890,Isabel,MlleIsabel,"After this unimaginable tragedy, our community has come together to support each other after the loss of these 7 children: https://t.co/2GUfVhEhph",Sat Feb 23 20:38:01 +0000 2019,0,0
891,"William Roberts Staplin, Ph.D.",wstaplin1,"Friends, family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children in a house fire earlier this week. https://t.co/bqiYZZPK7m",Sat Feb 23 20:38:04 +0000 2019,0,0
892,Elizabeth Blackwell,pam_ch7,"Friends, family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children in a house fire earlier this week. https://t.co/bqiYZZPK7m",Sat Feb 23 20:38:09 +0000 2019,0,0
893,Sebastien Gagnon,grandgagnon,"Ceux qui disent que les Musulmans ne s’intègrent pas, vous avez la preuve ci-dessous que c’est faux.
Dans le malheur, comme dans la joie, on se serre les coudes.

Près de 2000 personnes assistent aux funérailles des sept enfants Barho

https://t.co/jP48T3zVk9 https://t.co/r4zGeUURep",Sat Feb 23 20:38:10 +0000 2019,0,0
894,Elizabeth Blackwell,pam_ch7,"After this unimaginable tragedy, our community has come together to support each other after the loss of these 7 children: https://t.co/2GUfVhEhph",Sat Feb 23 20:38:11 +0000 2019,0,0
895,Elizabeth Blackwell,pam_ch7,"Seven children dead. A father in a medically-induced coma. A mother who fled Syria with her family... now destroyed. This heartbreaking story continues today with a public funeral in Halifax. 
All are welcome to attend, or view the live stream here:
https://t.co/1TwlIAwSFV https://t.co/zmGvFW5mGN",Sat Feb 23 20:38:13 +0000 2019,0,0
896,Elizabeth Blackwell,pam_ch7,Halifax Regional Police &amp; Halifax fire have just arrived at the Cunard Centre to take part in today’s funeral for the #Barho children. https://t.co/C9T7lsbem1,Sat Feb 23 20:38:20 +0000 2019,0,0
897,Elizabeth Blackwell,pam_ch7,"The family has asked for emergency staff to be part of today’s ceremony. Representatives from Halifax fire &amp; police services will form an honour guard, to escort the 7 caskets into the building. https://t.co/y0oUholcNr",Sat Feb 23 20:38:23 +0000 2019,0,0
898,DogWalkTrump,SheilaInCT,"The largest funeral Halifax has seen in recent memory. 1,800 chairs here. 
Remembering:
- Ahmed
- Rola
- Mohamad
- Ola
- Hala
- Rana
- Abdullah https://t.co/nimfryoMY9",Sat Feb 23 20:38:32 +0000 2019,0,0
899,The Roy Green Show,TheRoyGreenShow,"a terrible, heart wrenching tragedy. - ‘We love them and we love you’: Funeral held for all 7 children killed in Halifax house fire https://t.co/kQQnW3R13I",Sat Feb 23 20:38:58 +0000 2019,0,0
900,Kim Chernecky,kchernecky,"The largest funeral Halifax has seen in recent memory. 1,800 chairs here. 
Remembering:
- Ahmed
- Rola
- Mohamad
- Ola
- Hala
- Rana
- Abdullah https://t.co/nimfryoMY9",Sat Feb 23 20:39:01 +0000 2019,0,0
901,Sarah Rums,sarahrums,"The largest funeral Halifax has seen in recent memory. 1,800 chairs here. 
Remembering:
- Ahmed
- Rola
- Mohamad
- Ola
- Hala
- Rana
- Abdullah https://t.co/nimfryoMY9",Sat Feb 23 20:39:11 +0000 2019,0,0
902,Jean Barclay,commitoprogress,"It's been a very somber week here in Halifax. Today, many small businesses are incredibly donating their profits and proceeds to the Barho family.  That is the Canada that I know. https://t.co/2RyqbPhAdS",Sat Feb 23 20:39:19 +0000 2019,0,0
903,David Etherington,OpinionDavid,"Come join CarShare Atlantic in unveiling their fleet of accessible vehicles at the Halifax Central Library this Tues.Feb. 26th at 11am.  
A wonderful initiative, thank you Pam Cooley,  Founder of CarShare Atlantic for giving persons with mobility challenges the freedom to roam! https://t.co/o2couFspBx",Sat Feb 23 20:39:23 +0000 2019,0,0
904,Punchy Acharya,machar131,"The largest funeral Halifax has seen in recent memory. 1,800 chairs here. 
Remembering:
- Ahmed
- Rola
- Mohamad
- Ola
- Hala
- Rana
- Abdullah https://t.co/nimfryoMY9",Sat Feb 23 20:39:37 +0000 2019,0,0
905,WendyYoungman,WendyYoungman,Credit where credit is due. @NickyMorgan01 is working hard with people like @SteveBakerHW and @Jacob_Rees_Mogg to get a good #Brexit deal. It was a pleasure to be on a panel with her last night in #Halifax. Thank you @HxConservatives. https://t.co/WvPuiA7VE7,Sat Feb 23 20:39:54 +0000 2019,0,0
906,Ramona Agin,ramonaa1yahooco,"Friends, family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children in a house fire earlier this week. https://t.co/bqiYZZPK7m",Sat Feb 23 20:39:57 +0000 2019,0,0
907,Atlantic Business Magazine,AtlanticBus,Has more than really passed since Jim Mills climbed on to a stage in a downtown Halifax banquet hall to receive his ABM Top 50 CEO Hall of Fame award? See what he’s been up to in our latest issue #WhereAreTheyNow https://t.co/RH0vDCdBeh https://t.co/yzIX1WO0Lk,Sat Feb 23 20:40:08 +0000 2019,0,0
908,girlfreddy,girlfreddy,"Seven children dead. A father in a medically-induced coma. A mother who fled Syria with her family... now destroyed. This heartbreaking story continues today with a public funeral in Halifax. 
All are welcome to attend, or view the live stream here:
https://t.co/1TwlIAwSFV https://t.co/zmGvFW5mGN",Sat Feb 23 20:40:11 +0000 2019,0,0
909,shirley campbell,shirley63543847,"Wise words from Imam at today's funeral for 7 Syrian immigrant children who died Tuesday in #Halifax house fire: ""Life is so short. There isn't enough time to love. I don't know where people find time to hate.""",Sat Feb 23 20:40:24 +0000 2019,0,0
910,Bruce Walchuk,bgwalchuk,"The largest funeral Halifax has seen in recent memory. 1,800 chairs here. 
Remembering:
- Ahmed
- Rola
- Mohamad
- Ola
- Hala
- Rana
- Abdullah https://t.co/nimfryoMY9",Sat Feb 23 20:40:35 +0000 2019,0,0
911,Marine FC Supporters,msacommittee,"Lovely tribute at @MarineAFC for Graham Cowperthwaite. Lovely meeting @SusanNugent2 shame about the result. Just realised the programme cover features probably my favourite ever Marine game v Halifax Town, Eddie Murrays goal even made Match of The Day and I got to meet Jimmy Case https://t.co/aLtM4khYjF",Sat Feb 23 20:40:46 +0000 2019,0,0
912,justin,yf824594,"The largest funeral Halifax has seen in recent memory. 1,800 chairs here. 
Remembering:
- Ahmed
- Rola
- Mohamad
- Ola
- Hala
- Rana
- Abdullah https://t.co/nimfryoMY9",Sat Feb 23 20:41:06 +0000 2019,0,0
913,Maggie Archibald,maggiearchibald,really hope for this year's #HFXBurgerWeek that some restaurants have dairy-free and gluten-free options. Not just vegan. @TwitCoast #Halifax #NovaScotia,Sat Feb 23 20:41:15 +0000 2019,0,0
914,Maggie Archibald,maggiearchibald,I really hope for this year's #HFXBurgerWeek that some restaurants have dairy-free and gluten-free options. Not just vegan. @TwitCoast #Halifax #NovaScotia,Sat Feb 23 20:41:35 +0000 2019,0,0
915,Kathryn Lavery,kathlavery,I've been dispatching today and really enjoyed it! My bay covered a large geographical area from Halifax right up to grassington and settle areas. It's been busy with some interesting jobs but everyone worked well. #Teamwork #mydispatchday @YorksAmbulance https://t.co/ynfYKhYdPS,Sat Feb 23 20:41:45 +0000 2019,0,0
916,Victor Yang,Victoraiyang,"@Global_NB @globalnews 7 kids dead in Halifax just a couple days ago, all Syrian refugees? Anything unusual in both cases? I feel kind of uneasy about these fires.",Sat Feb 23 20:42:39 +0000 2019,0,0
917,janet VE1JNT,janet_northrop,"Environment Canada has extended the Wind warning to include the following counties: 

Queens County
Lunenburg County
Halifax Metro and Halifax County West
Halifax County - east of Porters Lake
Guysborough County... https://t.co/HxJQVR2b1w",Sat Feb 23 20:42:44 +0000 2019,0,0
918,marg Brolund,BrolundMarg,"“Life is so short, there is not enough time to love - I don’t know where people find time to hate “ Sheikh Hamza #BarhoFamily #Halifax https://t.co/v0756RFyGP",Sat Feb 23 20:42:46 +0000 2019,0,0
919,The Insider Mag,theinsidermag,"Friends, family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children in a house fire earlier this week. https://t.co/bqiYZZPK7m",Sat Feb 23 20:43:32 +0000 2019,0,0
920,Paul Andrew Kimball,paulkimballfilm,"The largest funeral Halifax has seen in recent memory. 1,800 chairs here. 
Remembering:
- Ahmed
- Rola
- Mohamad
- Ola
- Hala
- Rana
- Abdullah https://t.co/nimfryoMY9",Sat Feb 23 20:43:39 +0000 2019,0,0
921,Cole Hbr Wx - EW3446,ColeHbrNSwx,"Wnd NW 14 km/h, Max 34.1 km/h at 13:40, Dry, T -1.8C, Chill -6C, H -0.8C, L -10.3C, Rn24h 0.3 mm, DP -10.1C, Hum 53%, Baro 1024.6 hPa and Steady, High 1027.4  hPa at 09:01, Low 1023.7  hPa at 00:04 https://t.co/IWubRM5ZpZ #ColeHarbour #Halifax #NSwx",Sat Feb 23 20:45:02 +0000 2019,0,0
922,Tori (Førgøtten_Fear),LejuneLife,"Last stream was so insane. Over 30 Apex wins to celebrate the 2 year anniversary, 1 million views and to top it off we were able to play with two legends @THEvsnz and @Halifax. What a ride it has been from day one. Thank you all for the opportunities and support!",Sat Feb 23 20:45:15 +0000 2019,0,0
923,A,Aaasmaaaa,"The family has asked for emergency staff to be part of today’s ceremony. Representatives from Halifax fire &amp; police services will form an honour guard, to escort the 7 caskets into the building. https://t.co/y0oUholcNr",Sat Feb 23 20:45:43 +0000 2019,0,0
924,A,Aaasmaaaa,"The largest funeral Halifax has seen in recent memory. 1,800 chairs here. 
Remembering:
- Ahmed
- Rola
- Mohamad
- Ola
- Hala
- Rana
- Abdullah https://t.co/nimfryoMY9",Sat Feb 23 20:45:53 +0000 2019,0,0
925,S Kumail Hasan,skumailhasan,"Friends, family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children in a house fire earlier this week. https://t.co/bqiYZZPK7m",Sat Feb 23 20:45:59 +0000 2019,0,0
926,Imran Khan,imran173,"The largest funeral Halifax has seen in recent memory. 1,800 chairs here. 
Remembering:
- Ahmed
- Rola
- Mohamad
- Ola
- Hala
- Rana
- Abdullah https://t.co/nimfryoMY9",Sat Feb 23 20:46:00 +0000 2019,0,0
927,DeLFarbZ,GoinToCanada,"Friends, family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children in a house fire earlier this week. https://t.co/bqiYZZPK7m",Sat Feb 23 20:46:33 +0000 2019,0,0
928,The Real T,TonyDertouzos,"The largest funeral Halifax has seen in recent memory. 1,800 chairs here. 
Remembering:
- Ahmed
- Rola
- Mohamad
- Ola
- Hala
- Rana
- Abdullah https://t.co/nimfryoMY9",Sat Feb 23 20:47:20 +0000 2019,0,0
929,Bree Palmer,breepalm,"Ok #Halifax peeps. My 19 engineering student daughter is looking for a summer job in admin. If anybody knows of anyone needing a super bright, conscientious and extremely hard working person, please let me know! Thanks in advance. #adminjobs #lookingforwork #Studentlife https://t.co/vRwNagF5PH",Sat Feb 23 20:47:26 +0000 2019,0,0
930,starvingdriver,starvingdriver,"Thinking of the mother who has to bury her children today, and the father who’s too badly injured to attend. May peace be upon them. #halifax #BarhoFamily https://t.co/Vx14gcu4gu",Sat Feb 23 20:47:57 +0000 2019,0,0
931,Nas,TheSunCameOut,"The largest funeral Halifax has seen in recent memory. 1,800 chairs here. 
Remembering:
- Ahmed
- Rola
- Mohamad
- Ola
- Hala
- Rana
- Abdullah https://t.co/nimfryoMY9",Sat Feb 23 20:48:05 +0000 2019,0,0
932,Joshua Saunders,JSaunders_Media,Hey Halifax business owners!!!! I'm doing research for an entrepreneurship class @CometoNSCC . If you can spare a couple minutes to answer a few questions about your biz and video ads?… https://t.co/b1VcDV6OtV,Sat Feb 23 20:48:05 +0000 2019,0,0
933,starvingdriver,starvingdriver,"My heart is heavy but the love and compassion Halifax showed for the Barho family at the funeral for their seven children this afternoon fills me with hope. We stand with the family, Halifax's muslim community, Spryfield and Enfield, and everyone impact by this tremendous loss.",Sat Feb 23 20:48:19 +0000 2019,0,0
934,Sal Elmo,Frodo60,"Friends, family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children in a house fire earlier this week. https://t.co/bqiYZZPK7m",Sat Feb 23 20:48:50 +0000 2019,0,0
935,DJJG,HanznFranz,"1/2 We received these photos from someone in the UWR fb group. Post was taken down quickly, thankfully. Still, it was met with despicable reactions to Trudeau addressing the tragic Halifax house fire that resulted in deaths of 7 children. #YellowVestsCanada #cdnPoli https://t.co/eaFQpdKn8P",Sat Feb 23 20:49:12 +0000 2019,0,0
936,Wayne Carpani,kicker6741,"1/2 We received these photos from someone in the UWR fb group. Post was taken down quickly, thankfully. Still, it was met with despicable reactions to Trudeau addressing the tragic Halifax house fire that resulted in deaths of 7 children. #YellowVestsCanada #cdnpoli https://t.co/WftJsC7dAn",Sat Feb 23 20:49:36 +0000 2019,0,0
937,Lakisha.,LakishaaDee,"Friends, family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children in a house fire earlier this week. https://t.co/bqiYZZPK7m",Sat Feb 23 20:50:05 +0000 2019,0,0
938,JohnnyFriendly,EwarWoowar_,@LoftforWords Rochdale or Halifax fans must look at Rangers and think poor bastards. GlennHoddle probably thinks we were all one legged in a previous life. Fred West probably thinks we’re a waste of wall paper. QPR. Fucked for life. Like Cathy Barry.,Sat Feb 23 20:50:20 +0000 2019,0,0
939,CHRISTINEKEGKING1CENTRALUCKNOWLAWCKCOATSCORE,AshmanNews,HALIFAX IS  MINE  HEHEEHE  I  KNOW ALL THE  EAST COAST AND WEST COAST ARE  MINE  HEHEHE     U DON'T UNDERSTAND WHERE U LIVE OR U WULDN'T BE ARGUING WIT ME U 'D BE SHUTTING THE HELL UP  N LEARNING UR NEW  PLACE INTHIS  WORLD,Sat Feb 23 20:50:30 +0000 2019,0,0
940,Halifax Rifles Cdts,HalRif,"Congratulations Rifles Cadets on winning the inaugural Shearwater East Zone Army Skills Competition! 

Army Cadet units from across Halifax met for a day of challenge and teamwork. Activities included capture... https://t.co/B9RJm9fZBo",Sat Feb 23 20:50:38 +0000 2019,0,0
941,Schrümpfy,soK1canmsgme,"It's been a very somber week here in Halifax. Today, many small businesses are incredibly donating their profits and proceeds to the Barho family.  That is the Canada that I know. https://t.co/2RyqbPhAdS",Sat Feb 23 20:50:39 +0000 2019,0,0
942,Kirsten Ott,ottthoughts,"The family has asked for emergency staff to be part of today’s ceremony. Representatives from Halifax fire &amp; police services will form an honour guard, to escort the 7 caskets into the building. https://t.co/y0oUholcNr",Sat Feb 23 20:51:16 +0000 2019,0,0
943,trashtvaddict,trashtvaddict,"“Life is so short, there is not enough time to love - I don’t know where people find time to hate “ Sheikh Hamza #BarhoFamily #Halifax https://t.co/v0756RFyGP",Sat Feb 23 20:52:26 +0000 2019,0,0
944,bihter,bihtoooo1,"After this unimaginable tragedy, our community has come together to support each other after the loss of these 7 children: https://t.co/2GUfVhEhph",Sat Feb 23 20:52:30 +0000 2019,0,0
945,Howard,lauderdaleaces,"The largest funeral Halifax has seen in recent memory. 1,800 chairs here. 
Remembering:
- Ahmed
- Rola
- Mohamad
- Ola
- Hala
- Rana
- Abdullah https://t.co/nimfryoMY9",Sat Feb 23 20:53:01 +0000 2019,0,0
946,WebsiteofEverything,wsoeorg,"‘I have attended many funerals but nothing like this,’ Sheikh Hamza says at funeral for Syrian refugee children in Halifax https://t.co/8jRnt8pUdl",Sat Feb 23 20:53:03 +0000 2019,0,0
947,$ara,saraaaaomari,"Friends, family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children in a house fire earlier this week. https://t.co/bqiYZZPK7m",Sat Feb 23 20:53:12 +0000 2019,0,0
948,$ara,saraaaaomari,"After this unimaginable tragedy, our community has come together to support each other after the loss of these 7 children: https://t.co/2GUfVhEhph",Sat Feb 23 20:53:25 +0000 2019,0,0
949,$ara,saraaaaomari,"Seven children dead. A father in a medically-induced coma. A mother who fled Syria with her family... now destroyed. This heartbreaking story continues today with a public funeral in Halifax. 
All are welcome to attend, or view the live stream here:
https://t.co/1TwlIAwSFV https://t.co/zmGvFW5mGN",Sat Feb 23 20:53:33 +0000 2019,0,0
950,Holly Davy,hollydavy32,I really hope for this year's #HFXBurgerWeek that some restaurants have dairy-free and gluten-free options. Not just vegan. @TwitCoast #Halifax #NovaScotia,Sat Feb 23 20:54:25 +0000 2019,0,0
951,$ara,saraaaaomari,"The largest funeral Halifax has seen in recent memory. 1,800 chairs here. 
Remembering:
- Ahmed
- Rola
- Mohamad
- Ola
- Hala
- Rana
- Abdullah https://t.co/nimfryoMY9",Sat Feb 23 20:54:26 +0000 2019,0,0
952,Andrew Jacobs,downtownandrew,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #47 #nike #halifax: https://t.co/7Hob718InZ https://t.co/MHLW3U67vc,Sat Feb 23 20:54:40 +0000 2019,0,0
953,Krysta,krysta_tonn,"The largest funeral Halifax has seen in recent memory. 1,800 chairs here. 
Remembering:
- Ahmed
- Rola
- Mohamad
- Ola
- Hala
- Rana
- Abdullah https://t.co/nimfryoMY9",Sat Feb 23 20:54:51 +0000 2019,0,0
954,alan cogan,almacoganfan72,Halifax cartoonist caves to outrage mob over “edgy” Wilson-Raybould sketch: @TheMenzoid — https://t.co/jJP2ELgMBO | #SNCLavalin #cdnpoli #hw https://t.co/alvJZxb4su,Sat Feb 23 20:55:47 +0000 2019,0,0
955,shahlaa,shahlaaaajk,"The largest funeral Halifax has seen in recent memory. 1,800 chairs here. 
Remembering:
- Ahmed
- Rola
- Mohamad
- Ola
- Hala
- Rana
- Abdullah https://t.co/nimfryoMY9",Sat Feb 23 20:56:02 +0000 2019,0,0
956,Marie,agirlinBK,"Who knows what conditions they escaped in Syria only to suffer this type of unimaginable loss. I can’t wrap my head around it. 

It feels like my heart is literally hurting.",Sat Feb 23 20:56:16 +0000 2019,0,0
957,Spiritual Gangster,Sh3zzY,"The largest funeral Halifax has seen in recent memory. 1,800 chairs here. 
Remembering:
- Ahmed
- Rola
- Mohamad
- Ola
- Hala
- Rana
- Abdullah https://t.co/nimfryoMY9",Sat Feb 23 20:56:44 +0000 2019,0,0
958,Sha,LickMyAscot,"Friends, family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children in a house fire earlier this week. https://t.co/bqiYZZPK7m",Sat Feb 23 20:56:49 +0000 2019,0,0
959,Spiritual Gangster,Sh3zzY,"The GoFundMe campaign to help the Barho family after their fatal house fire is now the second largest in Canadian history (now nearly a half-million dollars).
1. Humboltd Broncos
2. Halifax House Fire
3. Quebec Mosque Victims https://t.co/RGkvQgz7bs",Sat Feb 23 20:57:08 +0000 2019,0,0
960,Spiritual Gangster,Sh3zzY,"Seven children dead. A father in a medically-induced coma. A mother who fled Syria with her family... now destroyed. This heartbreaking story continues today with a public funeral in Halifax. 
All are welcome to attend, or view the live stream here:
https://t.co/1TwlIAwSFV https://t.co/zmGvFW5mGN",Sat Feb 23 20:57:31 +0000 2019,0,0
961,Marie,agirlinBK,"The family has asked for emergency staff to be part of today’s ceremony. Representatives from Halifax fire &amp; police services will form an honour guard, to escort the 7 caskets into the building. https://t.co/y0oUholcNr",Sat Feb 23 20:57:41 +0000 2019,0,0
962,Westernview,hrandbiz,"There’s a good reason the budget isn’t going to balance, and here it is . Vote buying time, with our own money. BTW, I am hugely in favour of badly needed infrastructure spending. But waiting 3 1/2 years to start the spending is highly suspect. https://t.co/UScOObgC0G",Sat Feb 23 20:58:04 +0000 2019,0,0
963,Lisa Blackburn,newsbag,"My heart is heavy but the love and compassion Halifax showed for the Barho family at the funeral for their seven children this afternoon fills me with hope. We stand with the family, Halifax's muslim community, Spryfield and Enfield, and everyone impact by this tremendous loss.",Sat Feb 23 20:58:56 +0000 2019,0,0
964,Sylvia D. Hamilton,maroonfilms,"At a celebration for the launch of a picture book called R is for Reparations, created by children from Halifax’s African Nova Scotian community. https://t.co/KO0i9PjknG",Sat Feb 23 20:58:58 +0000 2019,0,0
965,Cole Hbr Wx - EW3446,ColeHbrNSwx,"Wnd SSE 16 km/h, Max 34.1 km/h at 13:40, Dry, T -2.2C, Chill -5C, H -0.8C, L -10.3C, Rn24h 0.3 mm, DP -10.5C, Hum 53%, Baro 1024.4 hPa and Steady, High 1027.4  hPa at 09:01, Low 1023.7  hPa at 00:04 https://t.co/IWubRM5ZpZ #ColeHarbour #Halifax #NSwx",Sat Feb 23 21:00:02 +0000 2019,0,0
966,Marc,YaWhatHeSaid,"1/2 We received these photos from someone in the UWR fb group. Post was taken down quickly, thankfully. Still, it was met with despicable reactions to Trudeau addressing the tragic Halifax house fire that resulted in deaths of 7 children. #YellowVestsCanada #cdnpoli https://t.co/WftJsC7dAn",Sat Feb 23 21:00:05 +0000 2019,0,0
967,Brexit52%,Brexit521,"Such a privilege to meet @AngelaRayner in Halifax today.  Many thanks, Angela, you were an inspiration.  We are the future! x https://t.co/GZQD4Ammw4",Sat Feb 23 21:00:09 +0000 2019,0,0
968,Natalie,Becominggranola,Halifax Regional Police &amp; Halifax fire have just arrived at the Cunard Centre to take part in today’s funeral for the #Barho children. https://t.co/C9T7lsbem1,Sat Feb 23 21:00:12 +0000 2019,0,0
969,Rasta ™,NSRasta,"Large turn-out; certainly very emotional for all. 
Following an heartbreaking tragedy that saw seven children lose their lives in an fire, hundreds of mourners gathered in #Halifax on Saturday for an afternoon of healing, prayer and grieving. #BarhoFamily 
https://t.co/wbgOto9GFX https://t.co/028tytD5ms",Sat Feb 23 21:00:18 +0000 2019,0,0
970,Simratpal Samra,simratpal_28,"The largest funeral Halifax has seen in recent memory. 1,800 chairs here. 
Remembering:
- Ahmed
- Rola
- Mohamad
- Ola
- Hala
- Rana
- Abdullah https://t.co/nimfryoMY9",Sat Feb 23 21:00:20 +0000 2019,0,0
971,MizTexas,Miz_Texas,"Friends, family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children in a house fire earlier this week. https://t.co/bqiYZZPK7m",Sat Feb 23 21:00:25 +0000 2019,0,0
972,em dawn,muhdawn,idk how many followers i have are in halifax but my thesis show is next week and i’m going to be insufferable and talk about it all the time til then!! https://t.co/8puofVfHOS,Sat Feb 23 21:00:26 +0000 2019,0,0
973,Audrey Anderson,Audrey_E_Ander,"Seven children dead. A father in a medically-induced coma. A mother who fled Syria with her family... now destroyed. This heartbreaking story continues today with a public funeral in Halifax. 
All are welcome to attend, or view the live stream here:
https://t.co/1TwlIAwSFV https://t.co/zmGvFW5mGN",Sat Feb 23 21:00:28 +0000 2019,0,0
974,Paul Besley,paulbesleywrite,Halifax Market. I didn't know these places still existed. I'm glad Halifax has seen sense to keep it. 1. Flat Caps  2. Gluten Free 3. Take Off 4. I want you back #streetphotography #photodocumentary #people #place #halifax #yorkshire @OlympusUK https://t.co/JqC2CI3ITU,Sat Feb 23 21:00:33 +0000 2019,0,0
975,Aubrey Hugh Freeman,AubreyHughFree1,"Hundreds of mourners filled a cavernous hall on the Halifax waterfront Saturday for the public funeral of seven c...

https://t.co/sAMoEV3P07",Sat Feb 23 21:00:39 +0000 2019,0,0
